Nazov,Pocet slov po spracovani,,min,max,<40000,<10000,<22500
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14960.txt,2209,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14961.txt,2379,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14962.txt,19679,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14963.txt,2418,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14964.txt,28752,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14965.txt,24888,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14966.txt,1830,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14967.txt,1725,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14968.txt,555,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14969.txt,71650,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14970.txt,27203,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14971.txt,19083,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14972.txt,1275,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14973.txt,257,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14974.txt,15934,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14975.txt,53006,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14976.txt,5027,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14977.txt,65484,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14978.txt,1209,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14979.txt,47801,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14980.txt,9696,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14981.txt,350,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14982.txt,12420,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14983.txt,2860,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14984.txt,18872,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14985.txt,2526,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14986.txt,25887,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14987.txt,23939,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14988.txt,36119,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14989.txt,304,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14990.txt,41924,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14991.txt,1341,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14992.txt,758,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14993.txt,14764,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14994.txt,9655,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14995.txt,2045,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14996.txt,3518,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14997.txt,2858,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14998.txt,46001,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document14999.txt,1088,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part30\suspicious-document15000.txt,24830,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15001.txt,2514,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15002.txt,389,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15003.txt,34005,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15004.txt,15705,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15005.txt,69489,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15006.txt,41304,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15007.txt,2097,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15008.txt,22082,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15009.txt,48341,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15010.txt,1452,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15011.txt,26888,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15012.txt,44049,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15013.txt,8083,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15014.txt,28443,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15015.txt,551,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15016.txt,1009,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15017.txt,3185,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15018.txt,42415,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15019.txt,20826,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15020.txt,3419,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15021.txt,9973,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15022.txt,3185,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15023.txt,1895,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15024.txt,26165,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15025.txt,8430,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15026.txt,6313,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15027.txt,2074,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15028.txt,8872,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15029.txt,72733,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15030.txt,25552,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15031.txt,1027,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15032.txt,33263,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15033.txt,2299,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15034.txt,37984,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15035.txt,1284,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15036.txt,23803,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15037.txt,8299,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15038.txt,31623,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15039.txt,24335,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15040.txt,49939,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15041.txt,337,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15042.txt,20264,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15043.txt,1353,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15044.txt,667,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15045.txt,64652,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15046.txt,43397,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15047.txt,2319,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15048.txt,3286,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15049.txt,14591,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15050.txt,55675,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15051.txt,45533,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15052.txt,284,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15053.txt,30185,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15054.txt,33826,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15055.txt,1691,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15056.txt,42937,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15057.txt,47471,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15058.txt,5735,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15059.txt,896,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15060.txt,20671,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15061.txt,16001,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15062.txt,679,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15063.txt,2628,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15064.txt,1456,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15065.txt,18354,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15066.txt,5836,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15067.txt,15245,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15068.txt,282,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15069.txt,288,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15070.txt,57080,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15071.txt,34944,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15072.txt,16775,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15073.txt,39486,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15074.txt,658,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15075.txt,2535,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15076.txt,27216,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15077.txt,27916,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15078.txt,22817,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15079.txt,19662,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15080.txt,30645,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15081.txt,973,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15082.txt,2238,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15083.txt,301,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15084.txt,1344,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15085.txt,2137,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15086.txt,2518,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15087.txt,825,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15088.txt,33483,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15089.txt,228,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15090.txt,6278,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15091.txt,1298,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15092.txt,59296,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15093.txt,2554,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15094.txt,1848,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15095.txt,1605,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15096.txt,620,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15097.txt,23815,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15098.txt,90946,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15099.txt,4337,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15100.txt,20757,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15101.txt,36185,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15102.txt,52148,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15103.txt,21301,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15104.txt,14899,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15105.txt,2788,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15106.txt,49501,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15107.txt,1698,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15108.txt,36418,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15109.txt,9174,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15110.txt,1696,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15111.txt,9702,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15112.txt,3783,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15113.txt,11393,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15114.txt,1635,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15115.txt,632,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15116.txt,22058,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15117.txt,28386,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15118.txt,9756,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15119.txt,2226,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15120.txt,23774,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15121.txt,977,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15122.txt,962,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15123.txt,2245,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15124.txt,2789,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15125.txt,27132,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15126.txt,20801,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15127.txt,17354,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15128.txt,30666,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15129.txt,6255,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15130.txt,54331,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15131.txt,19231,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15132.txt,61952,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15133.txt,2988,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15134.txt,569,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15135.txt,56446,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15136.txt,970,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15137.txt,37502,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15138.txt,1352,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15139.txt,20685,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15140.txt,8498,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15141.txt,3936,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15142.txt,601,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15143.txt,37975,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15144.txt,16728,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15145.txt,6280,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15146.txt,1165,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15147.txt,22790,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15148.txt,16243,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15149.txt,1528,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15150.txt,26890,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15151.txt,23658,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15152.txt,7282,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15153.txt,47970,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15154.txt,2734,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15155.txt,314,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15156.txt,22738,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15157.txt,320,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15158.txt,58462,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15159.txt,2809,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15160.txt,30694,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15161.txt,41425,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15162.txt,4521,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15163.txt,41337,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15164.txt,23846,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15165.txt,6885,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15166.txt,41440,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15167.txt,1563,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15168.txt,94263,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15169.txt,6030,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15170.txt,34632,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15171.txt,2765,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15172.txt,31242,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15173.txt,15542,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15174.txt,48250,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15175.txt,1355,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15176.txt,11317,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15177.txt,978,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15178.txt,14384,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15179.txt,19362,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15180.txt,1908,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15181.txt,315,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15182.txt,1651,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15183.txt,36361,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15184.txt,13100,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15185.txt,7427,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15186.txt,17032,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15187.txt,576,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15188.txt,54774,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15189.txt,56445,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15190.txt,14210,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15191.txt,51068,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15192.txt,1877,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15193.txt,23835,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15194.txt,778,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15195.txt,32335,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15196.txt,3368,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15197.txt,25085,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15198.txt,24913,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15199.txt,2563,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15200.txt,16111,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15201.txt,31386,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15202.txt,94310,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15203.txt,2409,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15204.txt,42612,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15205.txt,31228,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15206.txt,1414,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15207.txt,25907,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15208.txt,139087,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15209.txt,65583,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15210.txt,57449,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15211.txt,12405,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15212.txt,38035,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15213.txt,8016,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15214.txt,42813,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15215.txt,23730,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15216.txt,846,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15217.txt,27025,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15218.txt,72364,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15219.txt,7085,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15220.txt,14653,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15221.txt,7570,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15222.txt,11434,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15223.txt,2118,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15224.txt,33444,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15225.txt,670,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15226.txt,38542,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15227.txt,1042,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15228.txt,7568,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15229.txt,29259,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15230.txt,74902,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15231.txt,2887,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15232.txt,1799,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15233.txt,24559,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15234.txt,4388,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15235.txt,50511,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15236.txt,82494,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15237.txt,4587,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15238.txt,34321,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15239.txt,20074,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15240.txt,3167,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15241.txt,35893,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15242.txt,35791,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15243.txt,36618,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15244.txt,6958,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15245.txt,6556,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15246.txt,18509,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15247.txt,696,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15248.txt,1171,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15249.txt,26651,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15250.txt,14304,,,,,,
